collection_no,record_type,permissions,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments
12856,col,,-74.018608,40.811943,Granton Quarry,,"Belmont-Gurnee Quarry, North Bergen",6,Norian,,228,208.5,Schaeffer,1941,37121,US,New Jersey,Hudson,stated in text,seconds,outcrop,"Coordinates stated by Olsen (2005). Remnants of the old Granton Quarry are preserved between the new Lowes Home Building Center on the south and Tonnelle Plaza (Hartz Mountain Industries) on the north, North Bergen.",gp_mid,-8.55,14.34,101,US,,Lockatong,Chatham,Ewing Creek,group of beds,,,,,,,,"The base of the section appears to be 38-46 m above the contact with the Palisade sill. At least 7 beds are fossiliferous.\r\n""the Lockatong Formation is composed entirely of repetitive sedimentary cycles caused by the rise and fall of lakes controlled by climate changes..."".","""Division 2 is a thinly bedded, laminated to microlaminated (laminae < 1 mm) red, green or gray to black, sometimes organic-carbon-rich, siltstone, claystone, or carbonate showing few or no signs of desiccation. In its best-developed form, division 2 is black and microlaminated and contains abundant and well-preserved fossil fish, arthropods, and small reptiles""",siltstone,"planar lamination,black,gray",,calcareous,Y,,,,,,lacustrine - large,rift,,macrofossils,,,,,,,,body,good,,,,,,common,,,,,,taxonomic,"selective quarrying,field collection",AMNH,some macrofossils,,,,,,
12857,col,,-2.775,51.291943,Batscombe Quarry,,,2,Rhaetian,,208.5,201.3,Robinson,1962,43837,UK,England,Somerset,stated in text,seconds,outcrop,"Batscombe Quarry, near Cheddar, Somerset. OS grid reference: ST 460 550. ",gp_mid,8.91,33.99,315,UK,,,,,bed,,,,,,,,"Whiteside & Marshall (2008) argued for a Rhaetian age for the Batscombe quarry based on the similarity of Kuehneosuchus to Kuehneosaurus from the Emborough quarry, which they date as Rhaetian in age. ",,not reported,,,,,,,,,,fissure fill,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"selective quarrying,field collection,survey of museum collection",,,,,W. Kühne,1946,,
12858,col,,-2.543611,51.252777,Emborough Quarry,,,5,Rhaetian,,208.5,201.3,Robinson,1957,12302,UK,England,Somerset,stated in text,seconds,outcrop,"at Emborough, about 6 mi. NNE of Wells, Mendip Hills, Somerset. OS grid reference: ST 623 505 (Fraser 1994).",gp_mid,9.08,34.01,315,UK,,,,,bed,,,,,,,,Whiteside & Marshall (2008) argue for a Rhaetian age for this locality,"""poorly sorted, locally derived limestone boulders and coarse conglomerate and marl components""",conglomerate,,,,,marl,,,,Y,fissure fill,,"""sediment fill of a collapsed cave""",mesofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,"field collection,survey of museum collection",BMNH,,,,W. Kühne,1946,,
12942,col,,-101.254799,32.175007,"Otis Chalk Quarry 2, TMM 31099 (Dockum Formation)",,"Small Reptile Quarry, ETE Locality 1580, NMMNH L-4208, Trilophosaurus Quarry 2",7,Norian,,228,208.5,Sawin,1944,37120,US,Texas,Howard,estimated from map,6,small collection,"SW corner of Section 58, block 29, Waco and Northeastern Railroad. Near Otis Chalk, 25 km southeast of Big Spring, Howard County, West Texas.; about 90-200 m from Quarry 1 (also listed as 100 yds ENE of Quarry 1)",gp_mid,-31,6.49,101,US,,Colorado City,Dockum,,bed,,,,,,,,"""continental red-bed sequence""; variously referred to the Iatan or Colorado City Members of the Dockum Group; low in Dockum Group","""dominant lithology is red mudstone intercalated with lenses of fine-grained sandstones and conglomerates.""\r\n",mudstone,red,,silty,Y,sandstone,lenticular,,conglomeratic,,crevasse splay,,"""continental red-bed sequence accumulated in a mosaic of fluvial, lacustrine, and flood plain deposits""",macrofossils,some,some,,,,,,body,good,,snapshot,concentrate,#NAME?,,,,,,,"numerous whole or partially articulated skeletons in 30 cm thick bone bed, in situ, juvenile/small-sized individuals dominant;ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taphonomic,"selective quarrying,chemical,mechanical,field collection,survey of museum collection","NMMNH,TMM",species names,,,,,"ETE Size: .; ETE reference list: 1003, 770, 673, 793, 786, 772, 794, 801, 769, 771, 828, 827, 842, 857, 715, 723, 668, 773, 751, 753, 754, 891, 758, 719, 714, 728, 755, 718, 800, 799, ; ETE museum list:",
13173,col,,-2.428333,51.623055,Cromhall Quarry Site 1,,"Cromhall Quarry, Slickstones",6,Rhaetian,,208.5,201.3,Macfadyen,1970,53178,UK,England,Gloucestershire,stated in text,seconds,small collection,"OS coordinates ST 704 916 (also listed as ST(31)705915). Cromhall QUarry, 1 mi. NE of Cronhall and 13 mi NE of Bristol.",gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,,,body,good,,condensed,,concentrated,,,,frequent,,,bones are often broken and they show a high degree of rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",
13174,col,,-2.428333,51.623055,Cromhall Quarry Site 2,,"Cromhall Quarry, Slickstones",7,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,,,body,good,,condensed,,concentrated,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",
13175,col,,-2.428333,51.623055,Cromhall Quarry Site 3,,"Cromhall Quarry, Slickstones",9,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,,,body,good,,condensed,,concentrated,,common,,frequent,,,bones often broken and showing rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",
13176,col,,-2.428333,51.623055,Cromhall Quarry Site 4,,"Cromhall Quarry, Slickstones",9,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group.\r\n\r\nFraser & Walkden (1983) subdivided site 4 into several different levels (G, I, J K, L, M). However, because these levels were not used by subsequent workers (including Fraser) when discussing site 4, these levels are combined into a single collection here. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",,,,,,,,body,medium,,condensed,,concentrated,preferred,common,medium,frequent,,,bones often broken and showing some rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",
13177,col,,-2.428333,51.623055,Cromhall Quarry general,,Slickstones,4,Rhaetian,,208.5,201.3,Fraser,1982,44063,UK,England,Gloucestershire,stated in text,seconds,outcrop,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. \r\n\r\nThis is a collection for specimens from the Cromhall Quarry for which more specific locality data is not provided",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",none,none,,,,,,body,variable,,condensed,,#NAME?,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",
13178,col,,-2.45,51.616669,Cromhall Quarry Site 4 Level K,,Slickstones,7,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,based on nearby landmark,minutes,outcrop,Coordinates of Cromhall,gp_mid,8.96,34.37,315,UK,,,,,group of beds,,,,,,,,"Dating is extremely problematic; most recent review by Whiteside & Marshall (2008) supports a Rhaetian age based on faunal comparisons to the Tytherington fissure, which is dated as Rhaetian primarily on the basis of palynomorphs",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,karst indet.,,,"macrofossils,mesofossils",,,,,,,,body,medium,,condensed,,#NAME?,,,,frequent,,,,taxonomic,field collection,,,,,,,,
13179,col,,-2.45,51.616669,Cromhall Quarry Site 4 Level J,,Slickstones,5,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,based on nearby landmark,minutes,outcrop,Coordinates of Cromhall,gp_mid,8.96,34.37,315,UK,,,,,group of beds,,Cromhall,Level J,,,,,age uncertain,red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,karst indet.,,,"macrofossils,mesofossils",,,,,,,,body,medium,,condensed,,,,,,frequent,,,,taxonomic,,,,,,,,,
13180,col,,-2.45,51.616669,Cromhall Quarry Site 4 Level I,,Slickstones,7,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,based on nearby landmark,minutes,outcrop,Coordinates of Cromhall,gp_mid,8.96,34.37,315,UK,,,,,group of beds,,Cromhall,Level I,,,,,,red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""carbonate""",,lithified,,Y,mudstone,"green,red or brown",,,,karst indet.,,,"macrofossils,mesofossils",,,,,,,,body,medium,,condensed,,,,,,frequent,,,,taxonomic,field collection,,,,,,,,
13181,col,,-2.45,51.616669,Cromhall Quarry Site 4 Level G,,Slickstones,5,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,based on nearby landmark,minutes,outcrop,Coordinates of Cromhall,gp_mid,8.96,34.37,315,UK,,,,,group of beds,,Cromhall,Level G,,,,,,red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""carbonate""",,lithified,,Y,mudstone,"green,red or brown",,,,karst indet.,,,"macrofossils,mesofossils",,,,,,,,body,medium,,condensed,,,,,,frequent,,,,taxonomic,field collection,,,,,,,,
13182,col,,-2.428333,51.623055,Cromhall Quarry Site 5,,"Cromhall Quarry, Slickstones",7,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",,,,,,,,body,medium,,condensed,,concentrated,random,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",
13183,col,,-2.428333,51.623055,Cromhall Quarry Site 7,,"Cromhall Quarry, Slickstones",9,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,,,body,medium,,condensed,,concentrated,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",
13220,col,,-53.791389,-29.701944,"Therioherpeton site, Faixa Nova",,Outcrop BR-14,3,Carnian,Norian,237,208.5,Bonaparte and Barbarena,1975,4389,BR,Rio Grande do Sul,Santa Maria,based on nearby landmark,seconds,outcrop,"Roadcut on highway BR-216, ~200 meters NW of Cerriquito. Lat long are for the nearby site of Faixa Nova, as given by Montefeltro et al. (2010)",gp_mid,-9,-38.72,201,BR,,Santa Maria,Rosario do Sul,Alemoa,group of beds,Hyperodapedon,,,,,,,"Locality is from the Santa Maria Sequence 2, Santa Maria Supersequence of the Rosario do Sul Group, corresponding to the Alemoa Member of the Santa Maria Formation, or so-called ""Hyperodapedon Acme Zone"" of late Carnian-early Norian age.  ",,mudstone,"massive,red",,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,"A small skeleton (Therioherpeton) was found ""between the ribs"" of a well-preserved rhynchosaur skeleton.",taxonomic,"surface (in situ),field collection",,,,,,,,
13263,col,,-108.930832,38.27861,La Sal Creek tracksite,,,1,Rhaetian,Hettangian,208.5,199.3,Bunker,1957,4395,US,Colorado,Montrose,based on nearby landmark,seconds,outcrop,Footprints found near the mouth of La Sal Creek on the Dolores River. Lat long is for lower terminus of La Sal Creek at the Dolores River.,gp_mid,-37.93,12.92,101,US,FED,Wingate Sandstone,Glen Canyon,,bed,,,,,,,,"Footprints found approximately 40 feet above the base of the Wingate Formation (approximately 330 feet thick here).\n\nWingate traditionally identified as Early Jurassic in age; however, Lucas et al. (2011: Palaeo3 302: 194-205) have argued that the lower part of the Wingate is latest Triassic in age. Because the position of the boundary relative to this locality is unclear, it is assigned a Rhaetian–Hettangian age.  ",,mudstone,"desiccation cracks,current ripples",,,Y,,,,,,terrestrial indet.,,,macrofossils,,,footprints,,,,,trace,,,,,,,,,,,,,general faunal/floral,"surface (in situ),field collection",,,,,C. Bunker & Martin,,,
13266,col,,-101.163887,33.433887,"NMMNH L-1430, Upper Kalgary",,Dockum Formation,36,Norian,,228,208.5,Lucas and Luo,1993,3846,US,Texas,Crosby,stated in text,seconds,outcrop,"Head of Home Creek north of Kalgary (UTM 3701500N, 298850E, Zone 14; NAD 27 = coordinates from text). 400 m upstream (S) of Lower Kalgary",gp_mid,-30.75,7.72,101,US,,Tecovas,Chinle,,group of beds,,Tecovas,5,bottom to top,,,,"""NMMNH locality 1430 is in the lower part of the Tecovas, 11.25 m above the base of the Dockum Formation.""","Unit 5. Sandstone and mudstone-/siltstone-pebble conglomerate; sandstone is light greenish gray, weathers to pale yellowish brown, very fine grained, subrounded, well sorted, quartzose, slightly micaceous and trough crossbedded; the conglomerate is at trough bases and consists of mudstone and siltstone pebbles that are dark reddish brown with dusky yellow mottles and calcareous; fossil bones, teeth, coprolites and ostracodes are common at the top of the unit (NMMNH locality 1430).",sandstone,"""cross stratification"",micaceous,gray,green",,silty,Y,conglomerate,"ferruginous,pebbly,peloidal,shelly/skeletal,red,yellow",,calcareous,Y,channel lag,,channel to point-bar deposits,"macrofossils,mesofossils",,,,,,,,"body,coprolite",good,,,,concentrated,,,,,,,,taxonomic,"bulk,sieve,field collection",NMMNH,"some genera,difficult macrofossils",,,,,"""More than three metric tons of sediment...were screenwashed.""",
13273,col,,-101.315002,33.521389,Miller's Ranch Quarry,,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624",31,Norian,,228,208.5,Anonymous,1983,63730,US,Texas,Garza,stated in text,seconds,small collection,"R. C. Miller Ranch/Post quarry, 9 mi/14.5 km SE of of Post, Garza County, W Texas; coordinates stated by Bolt & Chatterjee (2000) and Chatterjee (1991)",gp_mid,-30.86,7.83,101,US,,Cooper Canyon,Dockum,,bed,,,,,,,,About 50 metres above the contact between the top of the Trujillo Sandstone and the base of the Cooper Canyon Formation and can be correlated to lithologic unit 9 of the nearby type section of the Cooper Canyon Formation. ,"red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""",mudstone,red,,,Y,sandstone,"""cross stratification""",,,,"""floodplain""",,"Trough-shaped cross-bedding and slickensides present in the quarry sediments. ETE sed env 1: ., ETE sed env 2: floodplain ETE event: flood, ETE env comment: flash flood","macrofossils,mesofossils",,,,,,,,body,good,parautochthonous,snapshot,concentrate,#NAME?,,common,poor,,,,"Specimens deposited during a single flood. The skull is absent in all juvenile Postosuchus skeletons. ""The missing parts among different individuals indicate some sort of post mortem disturbance. Each individual retained some degree of polarity in the preserved parts so that the skull and the hind limbs are always in the opposite direction."" The Postosuchus bones show current direction. ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,"selective quarrying,mechanical,field collection",,"all microfossils,some macrofossils",,,,,"The quarry is 90 x 90 m in size and the bone bed is 30 cm thick. ""...a diverse mixture of massive and delicate elements...found entirely in the mudstone, associated, but disarticulated."" ETE Size: .; ETE reference list: 701, 698, 696, 692, 690, 686, 685, 731, 684, 729, 730, 872, 873, 874, 875, 869, 870, 871, 868, 867, 866, 865, 864, 863, 862, 861, 860, 852, 734, 775, 856, 859, ; ETE museum list:\r\n\r\n","""...various unknown microvertebrates were recovered..."""
13285,col,,8.978333,49.023609,"Goessel Quarry 375, Ochsenbach",,Goesel,1,Norian,,228,208.5,Berckhemer,1938,44534,DE,Baden-Württemberg,Stuttgart,stated in text,seconds,small collection,"SE part of abandoned former Goessel quarry, 175 m NW of Ochsenbach church (Gauß-Krüger coordinates R 3498500, H 5431825, see Benton 1994), Stromberg region. Coordinates estimated from Google Earth",gp_mid,21.02,30.26,305,DE,,Löwenstein,Keuper,Lower Stubensandstein,bed,,Goesel,18-20,top to bottom,,,,"Lower Stubensandstein = lower part of Löwenstein Fm. (Norian). Specimen comes from single level within layers 18–20 of the profile of Ochsenbach published by Brenner (1978, Arb. Inst. Geol. Palaont. Univ. Stuttgart 72:103–203)",skeleton found 3 m above the lower sandstone in a 4 m thick layer of red marl.,marl,red,,,Y,sandstone,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,good,allochthonous,snapshot,,dispersed,life position,,,occasional,,,,biostratigraphic,"selective quarrying,mechanical,survey of museum collection",SMNS,,1 individuals,,Linck,1936,,
22666,col,,-100.883331,32.950001,Elkins Place Bone Bed (UMMP),,ETE Locality 1541,2,Carnian,Norian,237,208.5,Case,1931,43388,US,Texas,Scurry,estimated from map,minutes,small collection,"37 km (23 miles) north of Snyder, Section 32, Block 4 of the H and G. N. Survey; note that although the locality is always given as ""Scurry County"", 37 km direct north of Snyder is in Kent County. Locality is therefore placed north of Snyder, close to Scurry/Kent border.  ",gp_mid,-30.07,8.01,101,US,,Santa Rosa Sandstone,Dockum,,bed,,,,,,,,"originally described as ""Camp Springs Formation"". May be the Santa Rosa Sandstone of the basal Dockum according to Martz (2008: unpublished PhD thesis, Texas Tech University) ","ETE rock type adj: 0, ETE lithology comments: .",sandstone,gray,,,Y,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0",macrofossils,many,,skulls,,,,,body,,autochthonous,snapshot,concentrate,#NAME?,,,,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,"selective quarrying,mechanical,field collection",UMMP,,5 specimens,,"C. Baker, UMMP, Case","1930, 1931","ETE Size: .; ETE reference list: 478, ; ETE museum list: ",Putative dinosaur teeth are mentioned by Case (1932) but not described
